RESIDENTIAL MANAGEMENT MASTER LIST - RM ONLY,,,,,,,,,,
20,2018-01,203,8480,GRANVILLE AVENUE,RMD,KH,Stanley,NO,,
20,2020-01,3,7371,MINORU WHNO,RMD,KH,Stanley,YES,,
20,2024-01,808,7788,ACKROYD ROAD,RMD,KH,Stanley,YES,,
20,2025-01,,3662,HOWELL COURT,RMD,KH,Stanley,NO,,
20,2026-01,1507,7788,ACKROYD ROAD,RMD,KH,Stanley,NO,,
20,2031-01,1104,5133,GARDEN CITY ROAD,RMD,KH,Stanley,NO,,
20,2036-01,101,9199,TOMICKI AVENUE,RMD,KH,Stanley,NO,,
20,2038-01,201,8100,SABA ROAD,RMD,KH,Stanley,NO,,
20,2043-01,302,7995,WESTMINSTER HWY,RMD,KH,Stanley,NO,,
20,2045-01,3,12251,NO. 2 ROAD,RMD,KH,Stanley,NO,NO,
20,2046-01,312,9371,HEMLOCK DRIVE,RMD,KH,Stanley,YES,NO,
20,2047-01,811,7733,FIRBRIDGE WAY ,RMD,KH,Stanley,YES,,
20,2048-01,1508,8333,SWEET AVENUE,RMD,KH,Stanley,YES,,
20,2049-01,207,7800,ST. ALBANS ROAD,RMD,KH,Stanley,YES,,
20,2058-01,4,5700,DOVER CRESCENT,RMD,KH,Stanley,NO,,
20,2063-01,708,7688,ALDERBRIDGE WAY,RMD,KH,Stanley,YES,,
20,2064-01,801,7708,ALDERBRIDGE WAY,RMD,KH,Stanley,YES,,
20,2070-01,312,8120,JONES ROAD,RMD,KH,Stanley,NO,,
20,2073-01,202,8171,SABA ROAD,RMD,KH,Stanley,NO,,
20,2083-01,204,8600,ACKROYD ROAD,RMD,KH,Stanley,NO,,
20,2090-04,HOUSE,8700,LESLIE ROAD,RMD,KH,Stanley,N/A,,
21,2101-01,2601,489,INTERURBAN WAY,VAN,KH,Leuvin ,YES,,
21,2102-01,708,488,SW MARINE DRIVE,VAN,KH,Leuvin ,YES,,
21,2104-01,1206,488,SW MARINE DRIVE,VAN,KH,Leuvin ,YES,,
21,2106-01,2902,488,SW MARINE DRIVE,VAN,KH,Leuvin ,YES,,
21,2107-01,1803,1618,QUEBEC STREET,VAN,KH,Leuvin ,YES,,
21,2108-01,2807,488,SW MARINE DRIVE,VAN,KH,Leuvin ,YES,,
21,2111-01,103,5838,BERTON AVENUE,VAN,KH,Leuvin ,YES,,
21,2112-01,1004,5665,BOUNDARY ROAD,VAN,AA,Leuvin ,NO,NO,
21,2114-01,601,1530,WEST 8TH AVENUE,VAN,KH,Leuvin ,NO,,
21,2116-01,110,7089,MONT ROYAL SQUARE,VAN,AA,Leuvin ,,,
21,2121-01,711,384,EAST 1ST AVENUE,VAN,KH,Leuvin ,YES,,
21,2122-01,710,384,EAST 1ST AVENUE,VAN,KH,Leuvin ,YES,,
21,2123-01,408,8988,HUDSON STREET,VAN,KH,Leuvin ,NO,,
21,2124-01,614,2228,MARSTRAND  AVENUE,VAN,KH,Leuvin ,YES,,
21,2125-01,506,384,EAST 1ST AVENUE,VAN,KH,Leuvin ,YES,,
21,2127-01,306,417,GREAT NORTHERN WAY,VAN,KH,Leuvin ,YES,,
21,2128-01,413,417,GREAT NORTHERN WAY,VAN,KH,Leuvin ,YES,,
21,2130-01,209,384,EAST 1ST AVENUE,VAN,KH,Leuvin ,NO,,
21,2132-01,1510,5728,BERTON AVENUE,VAN,JR,Leuvin ,NO,NO,
21,2133-01,303,7088,MONT ROYAL SQUARE,VAN,AA,Leuvin ,NO,,
21,2136-02,1101,3663,CROWLEY DRIVE,VAN,AA,Leuvin ,YES,,
21,2138-01,610,417,GREAT NORTHERN WAY,VAN,KH,Leuvin ,YES,,
21,2139-01,1003,4815,ELDORADO MEWS,VAN,AA,Leuvin ,YES,,
21,2140-01,1207,110,SWITCHMEN STREET,VAN,AN,Leuvin ,YES,,
21,2143-01,HOUSE,131,EAST 41ST AVENUE,VAN,AN,Leuvin ,NO,,
21,2146-01,212,445,WEST 2ND AVENUE,VAN,AN,Leuvin ,YES,,
21,2148-01,313,1988,MAPLE STREET,VAN,KH,Leuvin ,YES,,
21,2151-01,211,5380,OBEN STREET,VAN,AA,Leuvin ,NO,,
21,2152-01,1606,1351,CONTINENTAL STREET,VAN,AN,Leuvin ,NO,,
21,2152-02,1706,1351,CONTINENTAL STREET,VAN,AN,Leuvin ,NO,NO,
21,2155-01,1210,5470,ORMIDALE STREET,VAN,JR,Leuvin ,,,
21,2156-01,503,1166,WEST 11TH AVENUE,VAN,JR,Leuvin ,NO,,
21,2157-01,1803,5728,BERTON AVENUE,VAN,JR,Leuvin ,YES,,
21,2159-01,906,1001,RICHARDS STREET,VAN,AN,Leuvin ,YES,NO,
21,2162-01,312,1,EAST CORDOVA STREET,VAN,AN,Leuvin ,YES,,
21,2164-01,103,5955,IONA DRIVE,VAN,JR,Leuvin ,NO,,
21,2167-01,516,1540,WEST 2ND AVENUE,VAN,JR,Leuvin ,YES,,
21,2169-01,201,5058,CAMBIE STREET,VAN,KH,Leuvin ,YES,NO,
21,2170-01,706,1030,WEST BROADWAY ,VAN,JR,Leuvin ,YES,,
21,2177-01,1805,1775,QUEBEC STREET,VAN,AN,Leuvin ,YES,,
21,2178-01,715,1618,QUEBEC STREET,VAN,KH,Leuvin ,YES,,
21,2180-01,315,1618,QUEBEC STREET,VAN,KH,Leuvin ,YES,,
21,2181-01,611,1618,QUEBEC STREET,VAN,KH,Leuvin ,YES,,
21,2183-01,206,2680,ARBUTUS STREET,VAN,KH,Leuvin ,YES,,
21,2184-01,309,110,SWITCHMEN STREET,VAN,AN,Leuvin ,NO,,
21,2187-01,1707,1618,QUEBEC STREET,VAN,KH,Leuvin ,YES,,
21,2188-01,2025,1618,QUEBEC STREET,VAN,KH,Leuvin ,YES,,
21,2189-01,202,1618,QUEBEC STREET,VAN,KH,Leuvin ,NO,`,
21,2191-01,503,2483,SPRUCE STREET,VAN,JR,Leuvin ,YES,,
21,2196-01,2105,489,INTERURBAN WAY,VAN,KH,Leuvin ,YES,,
21,2196-02,2204,488,SW MARINE DRIVE,VAN,KH,Leuvin ,YES,,
21,2196-03,207,523,WEST KING EDWARD AVENUE,VAN,KH,Leuvin ,YES,NO,
21,2196-04,1708,988,QUAYSIDE DRIVE,NWEST,KH,Leuvin ,YES,NO,
21,2196-05,607,13615,FRASER HIGHWAY,SRY,KH,Leuvin ,YES,NO,
21,2196-06,807,13615,FRASER HIGHWAY,SRY,KH,Leuvin ,YES,NO,
21,2196-07,2602,2351,BETA AVENUE,BBY,KH,Leuvin ,YES,NO,
21,2198-01,1801,489,INTERURBAN WAY,VAN,KH,Leuvin ,YES,,
21,2199-01,705,489,INTERURBAN WAY,VAN,KH,Leuvin ,YES,,
22,2202-01,1111,1283,HOWE STREET,VAN,AN,Princes,NO,NO,
22,2205-01,2605,1255,SEYMOUR STREET,VAN,AN,Princes,YES,NO,
22,2207-01,1305,928,HOMER STREET,VAN,AN,Princes,YES,,
22,2212-01,211,1216,HOMER STREET,VAN,AN,Princes,NO,,
22,2213-01,2204,928,HOMER STREET,VAN,JR,Princes,YES,,
22,2215-01,1506,1212,HOWE STREET,VAN,JR,Princes,YES,NO,
22,2216-01,1907,108,WEST CORDOVA STREET,VAN,AN,Princes,YES,,
22,2217-01,607,1060,ALBERNI STREET,VAN,AN,Princes,YES,YES,
22,2218-01,1801,1211,MELVILLE STREET,VAN,AN,Princes,NO,NO,
22,2219-01,602,221,UNION STREET,VAN,AN,Princes,YES,NO,
22,2221-01,1908,999,SEYMOUR STREET,VAN,JR,Princes,YES,,
22,2222-01,2108,999,SEYMOUR STREET,VAN,JR,Princes,YES,,
22,2224-01,1502,928,HOMER STREET,VAN,AN,Princes,NO,,
22,2225-01,503,1372,SEYMOUR STREET,VAN,AN,Princes,NO,,
22,2226-01,1804,1710,BAYSHORE DRIVE,VAN,AN,Princes,NO,,
22,2230-01,505,1238,HOMER STREET,VAN,JR,Princes,NO,,
22,2233-01,1702,1783,MANITOBA STREET,VAN,AN,Princes,YES,NO,
22,2234-01,1703,1082,SEYMOUR STREET,VAN,AN,Princes,NO,NO,
22,2235-01,HOUSE,450,MAHON AVE.,NVAN,AN,Princes,NO,NO,
22,2236-01,2012,777,RICHARDS STREET,VAN,KH,Princes,NO,NO,
22,2238-01,626,180,EAST 2ND AVENUE,VAN,AN,Princes,NO,YES,
22,2240-01,510,445,2ND AVE W.,VAN,AN,Princes,NO,NO,
22,2241-01,1905,590,NICOLA STREET,VAN,AN,Princes,YES,YES,
22,2244-01,1103,1189,MELVILLE STREET,VAN,AN,Princes,NO,,
22,2244-02,2402,1328,WEST PENDER STREET,VAN,AN,Princes,NO,,
22,2245-01,1406,1708,COLUMBIA STREET ,VAN,KH,Princes,YES,NO,
22,2255-01,,4865,WILLOW STREET,VAN,KH,Princes,NO,NO,
22,2256-01,404,651,45th Ave W,VAN,KH,Princes,YES,YES,
22,2257-01,209,125,MILROSS AVENUE,VAN,AN,Princes,NO,,
22,2260-01,601,1455,HOWE STREET,VAN,AN,Princes,YES,,
22,2261-01,201,485,West 63rd Ave,VAN,KH,Princes, YES ,YES,
22,2262-01,507,8131,Nunavut Lane,VAN,KH,Princes,NO,NO,
22,2264-01,217,1236,W8th Ave,VAN,KH,Princes,NO,NO,
22,2269-01,2602,1211,MELVILLE STREET,VAN,AN,Princes,YES,,
22,2272-01,2101,1001,HOMER STREET,VAN,AN,Princes,YES,,
22,2279-01,204,2321,SCOTIA STREET,VAN,KH,Princes,YES,,
22,2281-01,207,66,WEST CORDOVA STREET,VAN,JR,Princes,YES,,
22,2286-01,204,36,WATER STREET,VAN,KH,Princes,YES,,
22,2295-01,505,633,ABBOTT STREET,VAN,JR,Princes,NO,,
23,2302-01,2007,1480,HOWE STREET,VAN,AN,Princes,YES,NO,
23,2303-01,1206,999,SEYMOUR STREET,VAN,KH,Princes,NO,NO,
23,2304-01,1404,977,MAINLAND STREET,VAN,JR,Princes,YES,YES,
23,2304-02,705,1833,CROWE STREET,VAN,JR,Princes,YES,YES,
23,2305-01,1811,1283,HOWE STREET,VAN,JR,Princes,NO,,
23,2306-01,3201,833,SEYMOUR STREET,VAN,JR,Princes,YES,YES,
23,2309-01,2605,1189,HOWE STREET,VAN,JR,Princes,YES,,
23,2311-01,2113,938,SMITHE STREET,VAN,JR,Princes,?,,
23,2312-01,2603,888,HOMER STREET,VAN,AN,Princes,YES,NO,
23,2313-01,3405,1283,HOWE STREET,VAN,AN,Princes,NO,NO,
23,2314-01,1208,1001,HOMER STREET,VAN,JR,Princes,NO,,
23,2315-01,2408,1189,HOWE STREET,VAN,JR,Princes,YES,NO,
23,2316-01,4,1966,YORK AVENUE,VAN,KH,Princes,NO,YES,
23,2317-01,308,1028,BARCLAY STREET,VAN,KH,Princes,YES,NO,
23,2318-01,TH,3169,WEST 4TH AVENUE,VAN,JR,Princes,YES,,
23,2319-01,1704,438,SEYMOUR STREET,VAN,AN,Princes,YES,YES,
23,2321-01,2106,1028,BARCLAY STREET,VAN,AN,Princes,YES,NO,
23,2322-01,519,1330,BURRARD STREET,VAN,AN,Princes,YES,NO,
23,2323-01,203,1005,BEACH AVENUE ,VAN,AN,Princes,YES,NO,
23,2325-01,1806,1200,WEST GEORGIA STREET,VAN,JR,Princes,NO,,
23,2326-01,804,328,EAST 11TH AVENUE,VAN,AN,Princes,NO,NO,
23,2327-01,710,522,WEST 8TH AVENUE,VAN,KH,Princes,NO,NO,
23,2328-01,410,1708,ONTARIO STREET,VAN,AN,Princes,NO,YES,
23,2330-01,2508,1351,CONTINENTAL STREET,VAN,AN,Princes,NO,NO,
23,2331-01,1004,1708,ONTARIO STREET,VAN,AN,Princes,NO,NO,
23,2332-01,2501,438,SEYMOUR STREET,VAN,AN,Princes,NO,NO,
23,2333-01,607,1001,HOMER STREET,VAN,JR,Princes,NO,,
23,2334-01,46,540,W. 28TH AVE,VAN,KH,Princes,YES,NO,
23,2335-01,309,1216,HOMER STREET,VAN,JR,Princes,NO,,
23,2340-01,601,1775,QUEBEC STREET,VAN,AN,Princes,NO,NO,
23,2341-01,1705,58,KEEFER PLACE,VAN,JR,Princes,YES,NO,
23,2341-02,1706,58,KEEFER PLACE,VAN,JR,Princes,YES,,
23,2342-01,1706,1050,SMITHE STREET,VAN,AN,Princes,YES,YES,
23,2345-01,406,6328,CAMBIE STREET,VAN,KH,Princes,YES,,
23,2348-01,1609,833,HOMER STREET,VAN,AN,Princes,NO,YES,
23,2349-01,1106,1050,SMITHE STREET,VAN,JR,Princes,NO,,
23,2350-01,111,1510,NELSON STREET,VAN,AN,Princes,YES,YES,
23,2352-01,909,550,TAYLOR STREET,VAN,JR,Princes,NO,,
23,2353-01,2012,938,SMITHE STREET,VAN,JR,Princes,NO,,
23,2356-01,307,1188,HOWE STREET,VAN,JR,Princes,NO,,
23,2359-01,1208,159,2ND AVE W,VAN,KH,Princes,,,
23,2360-01,1707,7418,PAULSON ST,VAN,KH,Princes,,,
23,2365-01,2408,977,MAINLAND STREET,VAN,JR,Princes,NO,,
23,2369-01,1105,1239,WEST GEORGIA STREET,VAN,KH,Princes,YES,,
23,2370-01,1402,150,WEST 15TH ,NVAN,AN,Princes,NO,NO,
23,2372-01,310,1216,HOMER STREET,VAN,JR,Princes,YES,,
23,2373-01,802,850,BURRARD STREET,VAN,JR,Princes,NO,,
23,2376-01,1609,63,KEEFER PLACE,VAN,JR,Princes,YES,,
23,2377-01,1610,909,MAINLAND STREET,VAN,KH,Princes,YES,,
23,2379-01,1508,777,RICHARDS STREET,VAN,KH,Princes,YES,,
23,2380-01,1708,777,RICHARDS STREET,VAN,KH,Princes,YES,,
23,2381-01,1812,777,RICHARDS STREET,VAN,AN,Princes,YES,,
23,2382-01,306,850,BURRARD STREET,VAN,JR,Princes,YES,,
23,2383-01,1809,188,KEEFER STREET,VAN,AN,Princes,YES,,
23,2387-01,1906,909,MAINLAND STREET,VAN,JR,Princes,YES,,
23,2388-01,603,933,HORNBY STREET,VAN,KH,Princes,YES,NO,
23,2389-01,415,2450,GARDEN DRIVE,VAN,KH,Princes,YES,,
23,2393-01,1001,1200,ALBERNI STREET,VAN,KH,Princes,YES,,
23,2394-01,1503,438,SEYMOUR STREET,VAN,KH,Princes,,,
23,2395-01,3603,1372,SEYMOUR STREET,VAN,KH,Princes,YES,,
24,2401-01,HOUSE,11807,ALDERWOOD CRESCENT,DEL,KH,Vanessa,NO,,
24,2402-01,203,10603,140TH STREET,SRY,JR,Vanessa,YES,NO,
24,2404-01,1003,13618,100TH AVENUE,SRY,JR,Vanessa,NO,,
24,2408-01,208,10603,140TH STREET,SRY,JR,Vanessa,YES,NO,
24,2409-01,525,10838,WHALLEY AVE,SRY,KH,Vanessa,NO,NO,
24,2410-01,1002,13615,FRASER HIGHWAY,SRY,KH,Vanessa,YES,NO,
24,2411-01,1804,13399,104TH AVENUE,SRY,JR,Vanessa,YES,,
24,2412-01,2008,13618,100TH AVENUE ,SRY,JR,Vanessa,YES,NO,
24,2414-01,1510,13615,FRASER HIGHWAY,SRY,JR,Vanessa,YES,NO,
24,2415-01,320,13733,107A AVENUE,SRY,JR,Vanessa,NO,,
24,2418-01,2406,13615,FRASER HIGHWAY,SRY,JR,Vanessa,YES,NO,
24,2419-01,3302,13438,CENTRAL AVENUE,SRY,JR,Vanessa,YES,NO,
24,2422-01,214,14438,72TH AVE,SRY,JR,Vanessa,YES,NO,
24,2423-01,2005,13685,102A AVENUE,SRY,JR,Vanessa,YES,NO,
24,2426-01,708,13359,OLD YALE ROAD,SRY,JR,Vanessa,YES,NO,
24,2427-01,1709,13618,100TH AVENUE ,SRY,JR,Vanessa,NO,,
24,2428-01,303,13618,100TH AVENUE,SRY,JR,Vanessa,NO,NO,
24,2429-01,3204,680,QUAYSIDE DRIVE,NWEST,JR,Vanessa,YES,NO,
24,2430-01,1806,13387,OLD YALE ROAD,SRY,JR,Vanessa,YES,NO,
24,2431-01,2101,13618,100TH AVENUE ,SRY,JR,Vanessa,NO,,
24,2434-01,212,2970,KING GEORGE HIGHWAY,SRY,JR,Vanessa,NO,,
24,2449-01,103,13555,GATEWAY DRIVE,SRY,JR,Vanessa,NO,,
24,2451-01,304,13618,100TH AVENUE ,SRY,JR,Vanessa,NO,,
24,2458-01,909,13618,100TH AVENUE,SRY,JR,Vanessa,NO,,
24,2459-01,1604,13618,100TH AVENUE,SRY,JR,Vanessa,NO,,
24,2468-01,15,13393,BARKER STREET,SRY,JR,Vanessa,YES,,
24,2470-01,317,10866,CITY PARKWAY,SRY,JR,Vanessa,YES,,
24,2483-01,2402,13618,100TH AVENUE,SRY,JR,Vanessa,YES,,
24,2489-01,13,13393,BARKER STREET,SRY,JR,Vanessa,NO,,
24,2495-01,2201,13618,100TH AVENUE,SRY,JR,Vanessa,NO/will sign later,,
25,2501-01,503,1680,BAYSHORE DRIVE,VAN,AN,Princes,YES,NO,
25,2510-01,1101,1333,WEST GEORGIA STREET,VAN,AN,Princes,NO,NO,
25,2510-02,608,2055,YUKON STREET,VAN,AN,Princes,NO,,
25,2511-01,601,1082,SEYMOUR STREET,VAN,AN,Princes,YES,,
25,2512-01,3402,1189,MELVILLE STREET,VAN,AN,Princes,YES,YES,
25,2517-01,318,288,WEST 1ST AVENUE,VAN,KH,Princes,NO,NO,
25,2517-02,419,256,EAST 2ND AVENUE,VAN,KH,Princes,NO,NO,
25,2518-01,1606,1082,SEYMOUR STREET,VAN,AN,Princes,YES,,
25,2518-02,1802,1082,SEYMOUR STREET,VAN,AN,Princes,YES,,
25,2519-01,1108,1082,SEYMOUR STREET,VAN,AN,Princes,NO,YES,
25,2520-01,1803,1082,SEYMOUR STREET,VAN,AN,Princes,YES,,
25,2521-01,1001,1618,QUEBEC STREET,VAN,KH,Princes,YES,YES,
25,2521-02,901,2507,MAPLE STREET,VAN,KH,Princes,YES,YES,
25,2522-01,1202,888,HOMER STREET,VAN,AN,Princes,YES,NO,
25,2523-01,1801,1082,SEYMOUR STREET,VAN,AN,Princes,YES,,
25,2525-01,512,1333,WEST GEORGIA STREET,VAN,AN,Princes,NO,NO,
25,2527-01,604,1228,HOMER STREET,VAN,JR,Princes,YES,NO,
25,2529-01,610,1082,SEYMOUR STREET,VAN,AN,Princes,YES,,
25,2530-01,1202,138,WEST 1ST AVENUE,VAN,KH,Princes,YES,NO,
25,2531-01,N104,5005,ASH STREET,VAN,KH,Princes,YES,NO,
25,2532-01,312,1205,HOWE STREET,VAN,AN,Princes,NO,NO,
25,2536-01,2807,833,HOMER STREET,VAN,AN,Princes,NO,NO,
25,2537-01,503,118,CARRIE CATES COURT,VAN,AN,Princes,NO,NO,
25,2538-01,1505,1082,SEYMOUR STREET,VAN,AN,Princes,YES,NO,
25,2539-01,TH,1786,WEST 6TH AVENUE,VAN,AN,Princes,YES,NO,
25,2542-01,311,2471,ST. GEORGE STREET,VAN,AN,Princes,YES,NO,
25,2546-01,612,1082,SEYMOUR STREET,VAN,AN,Princes,YES,,
25,2548-01,1710,1082,SEYMOUR STREET,VAN,AN,Princes,YES,,
25,2550-01,515,1082,SEYMOUR STREET,VAN,AN,Princes,NO,,
25,2552-01,1009,1082,SEYMOUR STREET,VAN,AN,Princes,YES,,
25,2553-01,1608,1082,SEYMOUR STREET,VAN,AN,Princes,YES,,
25,2554-01,1010,1082,SEYMOUR STREET,VAN,AN,Princes,NO,,
25,2556-01,2102,1616,BAYSHORE DRIVE,VAN,JR,Princes,NO,,
25,2558-01,910,1212,HOWE STREET,VAN,AN,Princes,NO,,
25,2559-01,1905,128,WEST CORDOVA STREET,VAN,JR,Princes,YES,,
25,2562-01,1502,1308,HORNBY STREET,VAN,KH,Princes,NO,,
25,2563-01,1904,1288,ALBERNI STREET,VAN,AN,Princes,NO,,
25,2565-01,PH2,1383,HOWE STREET,VAN,AN,Princes,YES,,
25,2567-01,PH3/PH4,1383,HOWE ST,VAN,KH,Princes,NO,YES,
25,2568-01,1704,838,WEST HASTING STREET,VAN,KH,Princes,NO,NO,
26,2601-01,803,1788,GILMORE AVENUE,BBY,AA,Leuvin ,YES,NO,
26,2601-02,1201,1788,GILMORE AVENUE,BBY,AA,Leuvin ,YES,NO,
26,2602-01,504,9262,UNIVERSITY CRESCENT,BBY,AA,Leuvin ,YES,,
26,2606-01,1708,4118,DAWSON STREET,BBY,AA,Leuvin ,YES,,
26,2609-01,20,355,DUTHIE AVENUE,BBY,AA,Leuvin ,NO,,
26,2610-01,117,7388,MACPHERSON AVENUE,BBY,AA,Leuvin ,NO,,
26,2611-01,,5870,KITCHENER STREET,BBY,AA,Leuvin ,NO,,
26,2614-01,103,7227,ROYAL AVENUE,BBY,AA,Leuvin ,YES,NO,
26,2616-01,2205,6088,WILLINGDON AVENUE,BBY,AA,Leuvin ,NO,,
26,2623-01,2901,892,CARNARVON STREET,NWEST,JR,Leuvin ,YES,NO,
26,2625-01,1307,1788,GILMORE AVENUE,BBY,AA,Leuvin ,YES,NO,
26,2630-01,801,6168,WILSON AVENUE,BBY,AA,Leuvin ,YES,,
26,2633-01,807,1788,GILMORE AVENUE,BBY,AA,Leuvin ,NO,NO,
26,2634-01,1206,258,NELSON COURT,NWEST,JR,Leuvin ,YES,NO,
26,2637-01,2003,1788,GILMORE AVENUE,BBY,AA,Leuvin ,YES,NO,
26,2641-01,1007,4808,HAZEL STREET,BBY,AA,Leuvin ,YES,,
26,2646-01,1810,908,QUAYSIDE DRIVE,NWEST,JR,Leuvin ,YES,NO,
26,2649-01,2002,4485,SKYLINE DRIVE,NWEST,KH,Leuvin ,NO,NO,
26,2653-01,811,2388,MADISON AVENUE,BBY,KH,Leuvin ,YES,NO,
26,2657-01,906,7328,AANDLA STREET,BBY,AA,Leuvin ,NO,,
26,2658-01,607,9060,UNIVERSITY CRESCENT,BBY,AA,Leuvin ,,,
26,2659-01,203,7727,ROYAL OAK AVENUE,BBY,AA,Leuvin ,YES,NO,
26,2661-01,1108,1,RENAISSANCE SQUARE,NWEST,JR,Leuvin ,YES,,
26,2662-01,2206,4485,SKYLINE DRIVE,BBY,AA,Leuvin ,YES,,
26,2664-01,1506,1,RENAISSANCE SQUARE,NWEST,JR,Leuvin ,NO,,
26,2669-01,706,2008,ROSSER AVENUE,BBY,AA,Leuvin ,YES,,
26,2677-01,302,6700,DUNBLANE AVENUE,BBY,AA,Leuvin ,YES,NO,
26,2685-01,1007,9888,CAMERON STREET,BBY,AA,Leuvin ,YES,,
26,2691-01,306,1210,QUAYSIDE DRIVE,NWEST,JR,Leuvin ,YES,,
26,2695-01,2608,6688,AANDLA STREET,BBY,AA,Leuvin ,YES,,
26,2699-01,3510,892,CARNARVON STREET,NWEST,JR,Leuvin ,YES,,
27,2703-01,2508,520,COMO LAKE AVENUE,COQ,AA,Stanley,NO,,
27,2704-01,2609,520,COMO LAKE AVENUE,COQ,AA,Stanley,YES,,
27,2706-01,102,607,COTTONWOOD AVENUE,COQ,AA,Stanley,NO,,
27,2707-01,1,9288,UNIVERSITY CRESCENT,BBY,AA,Stanley,YES,,
27,2708-01,1,907,NHARKE ROAD,PMDY,AA,Stanley,NO,NO,
27,2710-01,2506,3007,GLEN DRIVE ,COQ,AA,Stanley,NO,,
27,2711-01,402,9288,UNIVERSITY CRESCENT,BBY,AA,Stanley,NO,,
27,2716-01,211,9288,UNIVERSITY CRESCENT,BBY,AA,Stanley,YES,,
27,2719-01,18,2150,SALISBURY AVENUE,POCO,AA,Stanley,YES,,
27,2720-01,208,1135,WINDSOR MEWS,COQ,AA,Stanley,YES,,
27,2721-01,214,828,GAUTHIER AVENUE,COQ,AA,Stanley,YES,,
27,2728-01,3604,2085,SKYLINE COURT,BBY,AA,Stanley,YES,NO,
27,2732-01,311,9262,UNIVERSITY CRESCENT,BBY,AA,Stanley,YES,,
27,2736-01,806,6638,DUNBLANE AVENUE,BBY,AA,Stanley,YES,NO,
27,2740-01,HOUSE,1126,ROCHESTER AVENUE,COQ,AA,Stanley,NO,,
27,2742-01,3602,6383,MCKAY AVENUE,BBY,AA,Stanley,YES,YES,
27,2744-01,103,9232,UNIVERSITY CRESCENT,BBY,AA,Stanley,YES,,
27,2744-03,507,9025,HIGHLAND COURT,BBY,AA,Stanley,YES,,
27,2744-04,808,9025,HIGHLAND COURT,BBY,AA,Stanley,YES,,
27,2744-05,201,9877,UNIVERSITY CRESCENT,BBY,AA,Stanley,YES,,
27,2745-01,1901,520,COMO LAKE AVENUE,COQ,AA,Stanley,YES,,
27,2748-01,204,9288,UNIVERSITY CRESCENT,BBY,AA,Stanley,YES,,
27,2749-01,202,9262,UNIVERSITY CRESCENT,BBY,AA,Stanley,NO,,
27,2750-01,7,9080,UNIVERSITY CRESCENT,BBY,AA,Stanley,YES,,
27,2751-01,106,9232,UNIVERSITY CRESCENT,BBY,AA,Stanley,NO,,
